seller_id,promo_id,purchase_date,promo_name,total_price,price_deduction,price_after_promo
156,0,27/07/2022,NULL,615000,NULL,0
124,0,11/07/2022,NULL,387810,NULL,0
124,0,11/07/2022,NULL,255000,NULL,0
124,0,11/07/2022,NULL,375300,NULL,0
124,0,11/07/2022,NULL,375000,NULL,0
124,0,11/07/2022,NULL,480000,NULL,0
124,0,11/07/2022,NULL,285000,NULL,0
40,0,15/07/2022,NULL,480000,NULL,0
74,0,08/07/2022,NULL,318000,NULL,0
252,2,14/07/2022,GRATIS_ONGKIR,20000,5000,15000
252,2,14/07/2022,GRATIS_ONGKIR,54000,5000,49000
252,2,14/07/2022,GRATIS_ONGKIR,64000,5000,59000
174,0,17/07/2022,NULL,1300000,NULL,0
174,0,17/07/2022,NULL,1350000,NULL,0
174,0,17/07/2022,NULL,1300000,NULL,0
133,2,21/07/2022,GRATIS_ONGKIR,150000,5000,145000
196,2,13/07/2022,GRATIS_ONGKIR,2250000,5000,2245000
115,0,23/07/2022,NULL,228000,NULL,0
251,0,09/07/2022,NULL,70400,NULL,0
251,0,09/07/2022,NULL,85320,NULL,0
251,0,09/07/2022,NULL,314500,NULL,0
251,0,09/07/2022,NULL,73950,NULL,0
201,0,02/07/2022,NULL,88000,NULL,0
204,2,13/07/2022,GRATIS_ONGKIR,57500,5000,52500
54,0,19/07/2022,NULL,124000,NULL,0
2,0,10/07/2022,NULL,25000,NULL,0
129,2,04/07/2022,GRATIS_ONGKIR,139000,5000,134000
129,2,04/07/2022,GRATIS_ONGKIR,105000,5000,100000
129,2,04/07/2022,GRATIS_ONGKIR,159000,5000,154000
226,0,02/07/2022,NULL,168300,NULL,0
226,0,02/07/2022,NULL,78000,NULL,0
226,0,02/07/2022,NULL,315000,NULL,0
226,0,02/07/2022,NULL,315000,NULL,0
200,0,09/07/2022,NULL,440000,NULL,0
280,1,01/07/2022,AWAL_GAJIAN,145000,15000,130000
299,0,08/07/2022,NULL,21500,NULL,0
54,2,21/07/2022,GRATIS_ONGKIR,124000,5000,119000
164,2,16/07/2022,GRATIS_ONGKIR,239800,5000,234800
199,2,02/07/2022,GRATIS_ONGKIR,187200,5000,182200
124,2,28/07/2022,GRATIS_ONGKIR,387810,5000,382810
124,2,28/07/2022,GRATIS_ONGKIR,255000,5000,250000
124,2,28/07/2022,GRATIS_ONGKIR,375300,5000,370300
124,2,28/07/2022,GRATIS_ONGKIR,375000,5000,370000
124,2,28/07/2022,GRATIS_ONGKIR,480000,5000,475000
124,2,28/07/2022,GRATIS_ONGKIR,285000,5000,280000
261,2,17/07/2022,GRATIS_ONGKIR,495000,5000,490000
117,0,11/07/2022,NULL,1437000,NULL,0
117,0,11/07/2022,NULL,1587000,NULL,0
27,2,12/07/2022,GRATIS_ONGKIR,70000,5000,65000
275,2,06/07/2022,GRATIS_ONGKIR,73500,5000,68500
275,2,06/07/2022,GRATIS_ONGKIR,478800,5000,473800
115,2,26/07/2022,GRATIS_ONGKIR,76000,5000,71000
222,0,12/07/2022,NULL,510150,NULL,0
6,0,18/07/2022,NULL,93000,NULL,0
6,0,18/07/2022,NULL,129000,NULL,0
6,0,18/07/2022,NULL,654000,NULL,0
6,0,18/07/2022,NULL,89700,NULL,0
59,0,01/07/2022,NULL,8760000,NULL,0
124,2,04/07/2022,GRATIS_ONGKIR,387810,5000,382810
124,2,04/07/2022,GRATIS_ONGKIR,255000,5000,250000
124,2,04/07/2022,GRATIS_ONGKIR,375300,5000,370300
124,2,04/07/2022,GRATIS_ONGKIR,375000,5000,370000
124,2,04/07/2022,GRATIS_ONGKIR,480000,5000,475000
124,2,04/07/2022,GRATIS_ONGKIR,285000,5000,280000
230,0,17/07/2022,NULL,228000,NULL,0
230,0,17/07/2022,NULL,135000,NULL,0
230,0,17/07/2022,NULL,360750,NULL,0
230,0,17/07/2022,NULL,310500,NULL,0
181,0,03/07/2022,NULL,170700,NULL,0
181,0,03/07/2022,NULL,170700,NULL,0
181,0,03/07/2022,NULL,151500,NULL,0
277,2,26/07/2022,GRATIS_ONGKIR,510000,5000,505000
118,2,20/07/2022,GRATIS_ONGKIR,224000,5000,219000
118,2,20/07/2022,GRATIS_ONGKIR,150000,5000,145000
118,2,20/07/2022,GRATIS_ONGKIR,185000,5000,180000
284,2,06/07/2022,GRATIS_ONGKIR,739500,5000,734500
284,2,06/07/2022,GRATIS_ONGKIR,279000,5000,274000
284,2,06/07/2022,GRATIS_ONGKIR,217500,5000,212500
284,2,06/07/2022,GRATIS_ONGKIR,835500,5000,830500
284,2,06/07/2022,GRATIS_ONGKIR,156000,5000,151000
19,2,19/07/2022,GRATIS_ONGKIR,299700,5000,294700
19,2,19/07/2022,GRATIS_ONGKIR,196500,5000,191500
19,2,19/07/2022,GRATIS_ONGKIR,224850,5000,219850
8,2,21/07/2022,GRATIS_ONGKIR,97500,5000,92500
8,2,21/07/2022,GRATIS_ONGKIR,135000,5000,130000
8,2,21/07/2022,GRATIS_ONGKIR,85000,5000,80000
8,2,21/07/2022,GRATIS_ONGKIR,79000,5000,74000
8,2,21/07/2022,GRATIS_ONGKIR,103900,5000,98900
296,0,14/07/2022,NULL,100029,NULL,0
296,0,14/07/2022,NULL,75780,NULL,0
229,2,19/07/2022,GRATIS_ONGKIR,174000,5000,169000
229,2,19/07/2022,GRATIS_ONGKIR,76800,5000,71800
229,2,19/07/2022,GRATIS_ONGKIR,149625,5000,144625
229,2,19/07/2022,GRATIS_ONGKIR,96000,5000,91000
113,0,13/07/2022,NULL,142000,NULL,0
113,0,13/07/2022,NULL,155000,NULL,0
113,0,13/07/2022,NULL,155000,NULL,0
113,0,13/07/2022,NULL,358000,NULL,0
113,0,13/07/2022,NULL,138500,NULL,0
113,0,13/07/2022,NULL,132500,NULL,0
254,2,09/07/2022,GRATIS_ONGKIR,290000,5000,285000
289,0,25/07/2022,NULL,24250,NULL,0
289,0,25/07/2022,NULL,18187,NULL,0
289,0,25/07/2022,NULL,18693,NULL,0
289,0,25/07/2022,NULL,12125,NULL,0
289,0,25/07/2022,NULL,13135,NULL,0
186,0,22/07/2022,NULL,63000,NULL,0
186,0,22/07/2022,NULL,81000,NULL,0
186,0,22/07/2022,NULL,63000,NULL,0
192,2,30/07/2022,GRATIS_ONGKIR,712500,5000,707500
104,0,13/07/2022,NULL,780000,NULL,0
67,2,27/07/2022,GRATIS_ONGKIR,125970,5000,120970
67,2,27/07/2022,GRATIS_ONGKIR,125970,5000,120970
135,0,01/07/2022,NULL,267000,NULL,0
144,0,11/07/2022,NULL,120000,NULL,0
282,0,23/07/2022,NULL,22500,NULL,0
282,0,23/07/2022,NULL,21000,NULL,0
291,2,28/07/2022,GRATIS_ONGKIR,80250,5000,75250
283,0,16/07/2022,NULL,49575,NULL,0
92,0,20/07/2022,NULL,169380,NULL,0
92,0,20/07/2022,NULL,157580,NULL,0
137,2,11/07/2022,GRATIS_ONGKIR,256000,5000,251000
11,0,12/07/2022,NULL,66000,NULL,0
11,0,12/07/2022,NULL,102000,NULL,0
226,0,16/07/2022,NULL,84150,NULL,0
226,0,16/07/2022,NULL,39000,NULL,0
226,0,16/07/2022,NULL,157500,NULL,0
226,0,16/07/2022,NULL,157500,NULL,0
164,2,30/07/2022,GRATIS_ONGKIR,239800,5000,234800
313,2,18/07/2022,GRATIS_ONGKIR,19425,5000,14425
226,0,26/07/2022,NULL,84150,NULL,0
226,0,26/07/2022,NULL,39000,NULL,0
226,0,26/07/2022,NULL,157500,NULL,0
226,0,26/07/2022,NULL,157500,NULL,0
129,0,26/07/2022,NULL,139000,NULL,0
129,0,26/07/2022,NULL,105000,NULL,0
129,0,26/07/2022,NULL,159000,NULL,0
123,0,30/07/2022,NULL,199999,NULL,0
123,0,30/07/2022,NULL,229999,NULL,0
123,0,30/07/2022,NULL,199999,NULL,0
123,0,30/07/2022,NULL,199999,NULL,0
123,0,30/07/2022,NULL,199999,NULL,0
41,0,18/07/2022,NULL,1347000,NULL,0
233,0,08/07/2022,NULL,68700,NULL,0
233,0,08/07/2022,NULL,68700,NULL,0
233,0,08/07/2022,NULL,177000,NULL,0
159,2,23/07/2022,GRATIS_ONGKIR,555000,5000,550000
241,2,14/07/2022,GRATIS_ONGKIR,345000,5000,340000
241,2,14/07/2022,GRATIS_ONGKIR,192450,5000,187450
164,2,23/07/2022,GRATIS_ONGKIR,359700,5000,354700
23,0,17/07/2022,NULL,4950060,NULL,0
193,2,19/07/2022,GRATIS_ONGKIR,597000,5000,592000
193,2,19/07/2022,GRATIS_ONGKIR,597000,5000,592000
290,0,03/07/2022,NULL,69642,NULL,0
290,0,03/07/2022,NULL,202710,NULL,0
290,0,03/07/2022,NULL,117003,NULL,0
224,0,15/07/2022,NULL,124000,NULL,0
224,0,15/07/2022,NULL,152000,NULL,0
224,0,15/07/2022,NULL,294840,NULL,0
224,0,15/07/2022,NULL,270580,NULL,0
224,0,15/07/2022,NULL,299300,NULL,0
224,0,15/07/2022,NULL,337500,NULL,0
224,0,15/07/2022,NULL,337500,NULL,0
224,0,15/07/2022,NULL,217500,NULL,0
184,0,17/07/2022,NULL,187200,NULL,0
184,0,17/07/2022,NULL,209700,NULL,0
184,0,17/07/2022,NULL,148500,NULL,0
1,2,22/07/2022,GRATIS_ONGKIR,2850000,5000,2845000
318,0,14/07/2022,NULL,175000,NULL,0
224,0,17/07/2022,NULL,62000,NULL,0
224,0,17/07/2022,NULL,76000,NULL,0
224,0,17/07/2022,NULL,147420,NULL,0
224,0,17/07/2022,NULL,135290,NULL,0
224,0,17/07/2022,NULL,149650,NULL,0
224,0,17/07/2022,NULL,168750,NULL,0
224,0,17/07/2022,NULL,168750,NULL,0
224,0,17/07/2022,NULL,108750,NULL,0
35,2,18/07/2022,GRATIS_ONGKIR,36000,5000,31000
313,0,07/07/2022,NULL,58275,NULL,0
123,2,20/07/2022,GRATIS_ONGKIR,399998,5000,394998
123,2,20/07/2022,GRATIS_ONGKIR,459998,5000,454998
123,2,20/07/2022,GRATIS_ONGKIR,399998,5000,394998
123,2,20/07/2022,GRATIS_ONGKIR,399998,5000,394998
123,2,20/07/2022,GRATIS_ONGKIR,399998,5000,394998
67,0,17/07/2022,NULL,41990,NULL,0
67,0,17/07/2022,NULL,41990,NULL,0
132,2,28/07/2022,GRATIS_ONGKIR,300000,5000,295000
14,0,02/07/2022,NULL,114000,NULL,0
14,0,02/07/2022,NULL,110000,NULL,0
17,0,10/07/2022,NULL,85500,NULL,0
17,0,10/07/2022,NULL,91800,NULL,0
172,0,05/07/2022,NULL,94000,NULL,0
196,1,01/07/2022,AWAL_GAJIAN,1500000,15000,1485000
24,0,05/07/2022,NULL,169000,NULL,0
9,0,03/07/2022,NULL,327000,NULL,0
48,2,21/07/2022,GRATIS_ONGKIR,6600,5000,1600
189,0,09/07/2022,NULL,49400,NULL,0
275,2,20/07/2022,GRATIS_ONGKIR,73500,5000,68500
275,2,20/07/2022,GRATIS_ONGKIR,478800,5000,473800
186,2,21/07/2022,GRATIS_ONGKIR,94500,5000,89500
186,2,21/07/2022,GRATIS_ONGKIR,121500,5000,116500
186,2,21/07/2022,GRATIS_ONGKIR,94500,5000,89500
49,0,24/07/2022,NULL,599998,NULL,0
61,2,25/07/2022,GRATIS_ONGKIR,825000,5000,820000
137,2,06/07/2022,GRATIS_ONGKIR,128000,5000,123000
128,0,06/07/2022,NULL,139000,NULL,0
285,0,26/07/2022,NULL,5550,NULL,0
284,0,06/07/2022,NULL,493000,NULL,0
284,0,06/07/2022,NULL,186000,NULL,0
284,0,06/07/2022,NULL,145000,NULL,0
284,0,06/07/2022,NULL,557000,NULL,0
284,0,06/07/2022,NULL,104000,NULL,0
147,0,29/07/2022,NULL,295850,NULL,0
160,2,24/07/2022,GRATIS_ONGKIR,130000,5000,125000
119,2,08/07/2022,GRATIS_ONGKIR,420000,5000,415000
159,2,05/07/2022,GRATIS_ONGKIR,185000,5000,180000
263,2,15/07/2022,GRATIS_ONGKIR,170000,5000,165000
263,2,15/07/2022,GRATIS_ONGKIR,240000,5000,235000
117,2,30/07/2022,GRATIS_ONGKIR,479000,5000,474000
117,2,30/07/2022,GRATIS_ONGKIR,529000,5000,524000
276,2,21/07/2022,GRATIS_ONGKIR,93884,5000,88884
276,2,21/07/2022,GRATIS_ONGKIR,131746,5000,126746
289,2,16/07/2022,GRATIS_ONGKIR,24250,5000,19250
289,2,16/07/2022,GRATIS_ONGKIR,18187,5000,13187
289,2,16/07/2022,GRATIS_ONGKIR,18693,5000,13693
289,2,16/07/2022,GRATIS_ONGKIR,12125,5000,7125
289,2,16/07/2022,GRATIS_ONGKIR,13135,5000,8135
236,2,18/07/2022,GRATIS_ONGKIR,200700,5000,195700
48,0,26/07/2022,NULL,3300,NULL,0
123,0,18/07/2022,NULL,199999,NULL,0
123,0,18/07/2022,NULL,229999,NULL,0
123,0,18/07/2022,NULL,199999,NULL,0
123,0,18/07/2022,NULL,199999,NULL,0
123,0,18/07/2022,NULL,199999,NULL,0
34,2,03/07/2022,GRATIS_ONGKIR,37990,5000,32990
53,2,27/07/2022,GRATIS_ONGKIR,159800,5000,154800
174,0,08/07/2022,NULL,1300000,NULL,0
174,0,08/07/2022,NULL,1350000,NULL,0
174,0,08/07/2022,NULL,1300000,NULL,0
6,0,05/07/2022,NULL,31000,NULL,0
6,0,05/07/2022,NULL,43000,NULL,0
6,0,05/07/2022,NULL,218000,NULL,0
6,0,05/07/2022,NULL,29900,NULL,0
96,0,29/07/2022,NULL,93300,NULL,0
96,0,29/07/2022,NULL,239850,NULL,0
36,2,23/07/2022,GRATIS_ONGKIR,29900,5000,24900
169,2,19/07/2022,GRATIS_ONGKIR,249800,5000,244800
241,0,30/07/2022,NULL,115000,NULL,0
241,0,30/07/2022,NULL,64150,NULL,0
129,2,24/07/2022,GRATIS_ONGKIR,417000,5000,412000
129,2,24/07/2022,GRATIS_ONGKIR,315000,5000,310000
129,2,24/07/2022,GRATIS_ONGKIR,477000,5000,472000
20,0,26/07/2022,NULL,299999,NULL,0
167,2,13/07/2022,GRATIS_ONGKIR,112000,5000,107000
294,0,20/07/2022,NULL,550000,NULL,0
8,2,30/07/2022,GRATIS_ONGKIR,97500,5000,92500
8,2,30/07/2022,GRATIS_ONGKIR,135000,5000,130000
8,2,30/07/2022,GRATIS_ONGKIR,85000,5000,80000
8,2,30/07/2022,GRATIS_ONGKIR,79000,5000,74000
8,2,30/07/2022,GRATIS_ONGKIR,103900,5000,98900
55,0,01/07/2022,NULL,17400,NULL,0
128,2,23/07/2022,GRATIS_ONGKIR,139000,5000,134000
189,0,30/07/2022,NULL,148200,NULL,0
285,0,14/07/2022,NULL,1850,NULL,0
124,2,22/07/2022,GRATIS_ONGKIR,129270,5000,124270
124,2,22/07/2022,GRATIS_ONGKIR,85000,5000,80000
124,2,22/07/2022,GRATIS_ONGKIR,125100,5000,120100
124,2,22/07/2022,GRATIS_ONGKIR,125000,5000,120000
124,2,22/07/2022,GRATIS_ONGKIR,160000,5000,155000
124,2,22/07/2022,GRATIS_ONGKIR,95000,5000,90000
127,2,10/07/2022,GRATIS_ONGKIR,780000,5000,775000
4,2,19/07/2022,GRATIS_ONGKIR,84750,5000,79750
27,2,26/07/2022,GRATIS_ONGKIR,35000,5000,30000
48,2,08/07/2022,GRATIS_ONGKIR,6600,5000,1600
37,0,03/07/2022,NULL,30999,NULL,0
38,2,19/07/2022,GRATIS_ONGKIR,52000,5000,47000
227,2,22/07/2022,GRATIS_ONGKIR,243540,5000,238540
227,2,22/07/2022,GRATIS_ONGKIR,218040,5000,213040
227,2,22/07/2022,GRATIS_ONGKIR,218040,5000,213040
227,2,22/07/2022,GRATIS_ONGKIR,393360,5000,388360
227,2,22/07/2022,GRATIS_ONGKIR,218040,5000,213040
288,2,27/07/2022,GRATIS_ONGKIR,98969,5000,93969
212,0,17/07/2022,NULL,141000,NULL,0
134,0,13/07/2022,NULL,438000,NULL,0
294,0,03/07/2022,NULL,825000,NULL,0
246,2,25/07/2022,GRATIS_ONGKIR,159000,5000,154000
246,2,25/07/2022,GRATIS_ONGKIR,159000,5000,154000
246,2,25/07/2022,GRATIS_ONGKIR,159000,5000,154000
280,2,03/07/2022,GRATIS_ONGKIR,435000,5000,430000
224,2,20/07/2022,GRATIS_ONGKIR,124000,5000,119000
224,2,20/07/2022,GRATIS_ONGKIR,152000,5000,147000
224,2,20/07/2022,GRATIS_ONGKIR,294840,5000,289840
224,2,20/07/2022,GRATIS_ONGKIR,270580,5000,265580
224,2,20/07/2022,GRATIS_ONGKIR,299300,5000,294300
224,2,20/07/2022,GRATIS_ONGKIR,337500,5000,332500
224,2,20/07/2022,GRATIS_ONGKIR,337500,5000,332500
224,2,20/07/2022,GRATIS_ONGKIR,217500,5000,212500
171,0,02/07/2022,NULL,194000,NULL,0
225,0,25/07/2022,NULL,198000,NULL,0
225,0,25/07/2022,NULL,198000,NULL,0
225,0,25/07/2022,NULL,131400,NULL,0
306,0,13/07/2022,NULL,143400,NULL,0
306,0,13/07/2022,NULL,29600,NULL,0
116,0,23/07/2022,NULL,130000,NULL,0
116,0,23/07/2022,NULL,130000,NULL,0
69,0,09/07/2022,NULL,64020,NULL,0
134,2,15/07/2022,GRATIS_ONGKIR,657000,5000,652000
206,2,23/07/2022,GRATIS_ONGKIR,378000,5000,373000
116,0,24/07/2022,NULL,130000,NULL,0
116,0,24/07/2022,NULL,130000,NULL,0
32,0,11/07/2022,NULL,1128000,NULL,0
19,0,06/07/2022,NULL,199800,NULL,0
19,0,06/07/2022,NULL,131000,NULL,0
19,0,06/07/2022,NULL,149900,NULL,0
48,0,14/07/2022,NULL,3300,NULL,0
83,0,26/07/2022,NULL,599700,NULL,0
288,2,09/07/2022,GRATIS_ONGKIR,296907,5000,291907
148,0,13/07/2022,NULL,581400,NULL,0
148,0,13/07/2022,NULL,581400,NULL,0
14,2,01/07/2022,GRATIS_ONGKIR,114000,5000,109000
14,2,01/07/2022,GRATIS_ONGKIR,110000,5000,105000
242,2,25/07/2022,GRATIS_ONGKIR,166500,5000,161500
260,2,30/07/2022,GRATIS_ONGKIR,19500,5000,14500
306,0,13/07/2022,NULL,143400,NULL,0
306,0,13/07/2022,NULL,29600,NULL,0
13,0,29/07/2022,NULL,4245000,NULL,0
13,0,29/07/2022,NULL,4977000,NULL,0
13,0,29/07/2022,NULL,4317000,NULL,0
92,0,09/07/2022,NULL,254070,NULL,0
92,0,09/07/2022,NULL,236370,NULL,0
190,2,16/07/2022,GRATIS_ONGKIR,69000,5000,64000
233,0,27/07/2022,NULL,68700,NULL,0
233,0,27/07/2022,NULL,68700,NULL,0
233,0,27/07/2022,NULL,177000,NULL,0
113,2,17/07/2022,GRATIS_ONGKIR,284000,5000,279000
113,2,17/07/2022,GRATIS_ONGKIR,310000,5000,305000
113,2,17/07/2022,GRATIS_ONGKIR,310000,5000,305000
113,2,17/07/2022,GRATIS_ONGKIR,716000,5000,711000
113,2,17/07/2022,GRATIS_ONGKIR,277000,5000,272000
113,2,17/07/2022,GRATIS_ONGKIR,265000,5000,260000
266,0,20/07/2022,NULL,690000,NULL,0
81,2,22/07/2022,GRATIS_ONGKIR,59999,5000,54999
160,0,17/07/2022,NULL,130000,NULL,0
6,2,06/07/2022,GRATIS_ONGKIR,62000,5000,57000
6,2,06/07/2022,GRATIS_ONGKIR,86000,5000,81000
6,2,06/07/2022,GRATIS_ONGKIR,436000,5000,431000
6,2,06/07/2022,GRATIS_ONGKIR,59800,5000,54800
225,0,01/07/2022,NULL,198000,NULL,0
225,0,01/07/2022,NULL,198000,NULL,0
225,0,01/07/2022,NULL,131400,NULL,0
94,2,21/07/2022,GRATIS_ONGKIR,5010,5000,10
94,2,21/07/2022,GRATIS_ONGKIR,5070,5000,70
123,2,09/07/2022,GRATIS_ONGKIR,599997,5000,594997
123,2,09/07/2022,GRATIS_ONGKIR,689997,5000,684997
123,2,09/07/2022,GRATIS_ONGKIR,599997,5000,594997
123,2,09/07/2022,GRATIS_ONGKIR,599997,5000,594997
123,2,09/07/2022,GRATIS_ONGKIR,599997,5000,594997
213,0,14/07/2022,NULL,78000,NULL,0
44,0,12/07/2022,NULL,279000,NULL,0
98,2,05/07/2022,GRATIS_ONGKIR,2097000,5000,2092000
281,0,28/07/2022,NULL,112500,NULL,0
291,2,20/07/2022,GRATIS_ONGKIR,53500,5000,48500
177,2,24/07/2022,GRATIS_ONGKIR,60000,5000,55000
303,2,29/07/2022,GRATIS_ONGKIR,269425,5000,264425
198,0,13/07/2022,NULL,39900,NULL,0
225,2,16/07/2022,GRATIS_ONGKIR,198000,5000,193000
225,2,16/07/2022,GRATIS_ONGKIR,198000,5000,193000
225,2,16/07/2022,GRATIS_ONGKIR,131400,5000,126400
6,0,04/07/2022,NULL,62000,NULL,0
6,0,04/07/2022,NULL,86000,NULL,0
6,0,04/07/2022,NULL,436000,NULL,0
6,0,04/07/2022,NULL,59800,NULL,0
305,2,18/07/2022,GRATIS_ONGKIR,31000,5000,26000
304,2,25/07/2022,GRATIS_ONGKIR,18400,5000,13400
275,2,13/07/2022,GRATIS_ONGKIR,73500,5000,68500
275,2,13/07/2022,GRATIS_ONGKIR,478800,5000,473800
76,2,15/07/2022,GRATIS_ONGKIR,192000,5000,187000
56,0,03/07/2022,NULL,480000,NULL,0
56,0,03/07/2022,NULL,340000,NULL,0
56,0,03/07/2022,NULL,231000,NULL,0
56,0,03/07/2022,NULL,231000,NULL,0
124,0,28/07/2022,NULL,258540,NULL,0
124,0,28/07/2022,NULL,170000,NULL,0
124,0,28/07/2022,NULL,250200,NULL,0
124,0,28/07/2022,NULL,250000,NULL,0
124,0,28/07/2022,NULL,320000,NULL,0
124,0,28/07/2022,NULL,190000,NULL,0
8,2,08/07/2022,GRATIS_ONGKIR,292500,5000,287500
8,2,08/07/2022,GRATIS_ONGKIR,405000,5000,400000
8,2,08/07/2022,GRATIS_ONGKIR,255000,5000,250000
8,2,08/07/2022,GRATIS_ONGKIR,237000,5000,232000
8,2,08/07/2022,GRATIS_ONGKIR,311700,5000,306700
115,2,03/07/2022,GRATIS_ONGKIR,228000,5000,223000
299,2,14/07/2022,GRATIS_ONGKIR,43000,5000,38000
57,2,09/07/2022,GRATIS_ONGKIR,5970000,5000,5965000
120,0,11/07/2022,NULL,389700,NULL,0
120,0,11/07/2022,NULL,569700,NULL,0
120,0,11/07/2022,NULL,359700,NULL,0
120,0,11/07/2022,NULL,449700,NULL,0
185,0,22/07/2022,NULL,260000,NULL,0
151,0,06/07/2022,NULL,39500,NULL,0
176,0,30/07/2022,NULL,162500,NULL,0
308,2,06/07/2022,GRATIS_ONGKIR,65172,5000,60172
209,0,29/07/2022,NULL,93980,NULL,0
52,0,21/07/2022,NULL,220000,NULL,0
127,2,08/07/2022,GRATIS_ONGKIR,780000,5000,775000
224,0,13/07/2022,NULL,124000,NULL,0
224,0,13/07/2022,NULL,152000,NULL,0
224,0,13/07/2022,NULL,294840,NULL,0
224,0,13/07/2022,NULL,270580,NULL,0
224,0,13/07/2022,NULL,299300,NULL,0
224,0,13/07/2022,NULL,337500,NULL,0
224,0,13/07/2022,NULL,337500,NULL,0
224,0,13/07/2022,NULL,217500,NULL,0
105,0,23/07/2022,NULL,338000,NULL,0
88,0,30/07/2022,NULL,165000,NULL,0
88,0,30/07/2022,NULL,165000,NULL,0
8,0,05/07/2022,NULL,97500,NULL,0
8,0,05/07/2022,NULL,135000,NULL,0
8,0,05/07/2022,NULL,85000,NULL,0
8,0,05/07/2022,NULL,79000,NULL,0
8,0,05/07/2022,NULL,103900,NULL,0
94,0,01/07/2022,NULL,3340,NULL,0
94,0,01/07/2022,NULL,3380,NULL,0
148,2,04/07/2022,GRATIS_ONGKIR,387600,5000,382600
148,2,04/07/2022,GRATIS_ONGKIR,387600,5000,382600
198,0,21/07/2022,NULL,79800,NULL,0
275,2,08/07/2022,GRATIS_ONGKIR,49000,5000,44000
275,2,08/07/2022,GRATIS_ONGKIR,319200,5000,314200
56,2,24/07/2022,GRATIS_ONGKIR,480000,5000,475000
56,2,24/07/2022,GRATIS_ONGKIR,340000,5000,335000
56,2,24/07/2022,GRATIS_ONGKIR,231000,5000,226000
56,2,24/07/2022,GRATIS_ONGKIR,231000,5000,226000
64,2,03/07/2022,GRATIS_ONGKIR,48000,5000,43000
64,2,03/07/2022,GRATIS_ONGKIR,480000,5000,475000
64,2,03/07/2022,GRATIS_ONGKIR,490000,5000,485000
64,2,03/07/2022,GRATIS_ONGKIR,1699000,5000,1694000
64,2,03/07/2022,GRATIS_ONGKIR,107000,5000,102000
224,0,29/07/2022,NULL,186000,NULL,0
224,0,29/07/2022,NULL,228000,NULL,0
224,0,29/07/2022,NULL,442260,NULL,0
224,0,29/07/2022,NULL,405870,NULL,0
224,0,29/07/2022,NULL,448950,NULL,0
224,0,29/07/2022,NULL,506250,NULL,0
224,0,29/07/2022,NULL,506250,NULL,0
224,0,29/07/2022,NULL,326250,NULL,0
6,0,25/07/2022,NULL,31000,NULL,0
6,0,25/07/2022,NULL,43000,NULL,0
6,0,25/07/2022,NULL,218000,NULL,0
6,0,25/07/2022,NULL,29900,NULL,0
129,0,12/07/2022,NULL,139000,NULL,0
129,0,12/07/2022,NULL,105000,NULL,0
129,0,12/07/2022,NULL,159000,NULL,0
86,0,17/07/2022,NULL,112000,NULL,0
267,2,05/07/2022,GRATIS_ONGKIR,169290,5000,164290
267,2,05/07/2022,GRATIS_ONGKIR,435998,5000,430998
66,0,27/07/2022,NULL,415000,NULL,0
66,0,27/07/2022,NULL,415000,NULL,0
230,2,19/07/2022,GRATIS_ONGKIR,76000,5000,71000
230,2,19/07/2022,GRATIS_ONGKIR,45000,5000,40000
230,2,19/07/2022,GRATIS_ONGKIR,120250,5000,115250
230,2,19/07/2022,GRATIS_ONGKIR,103500,5000,98500
94,2,14/07/2022,GRATIS_ONGKIR,3340,5000,-1660
94,2,14/07/2022,GRATIS_ONGKIR,3380,5000,-1620
125,0,22/07/2022,NULL,65000,NULL,0
98,2,03/07/2022,GRATIS_ONGKIR,699000,5000,694000
241,2,18/07/2022,GRATIS_ONGKIR,115000,5000,110000
241,2,18/07/2022,GRATIS_ONGKIR,64150,5000,59150
69,0,07/07/2022,NULL,128040,NULL,0
71,2,23/07/2022,GRATIS_ONGKIR,1200000,5000,1195000
290,2,26/07/2022,GRATIS_ONGKIR,46428,5000,41428
290,2,26/07/2022,GRATIS_ONGKIR,135140,5000,130140
290,2,26/07/2022,GRATIS_ONGKIR,78002,5000,73002
226,2,09/07/2022,GRATIS_ONGKIR,252450,5000,247450
226,2,09/07/2022,GRATIS_ONGKIR,117000,5000,112000
226,2,09/07/2022,GRATIS_ONGKIR,472500,5000,467500
226,2,09/07/2022,GRATIS_ONGKIR,472500,5000,467500
86,2,23/07/2022,GRATIS_ONGKIR,112000,5000,107000
8,2,11/07/2022,GRATIS_ONGKIR,292500,5000,287500
8,2,11/07/2022,GRATIS_ONGKIR,405000,5000,400000
8,2,11/07/2022,GRATIS_ONGKIR,255000,5000,250000
8,2,11/07/2022,GRATIS_ONGKIR,237000,5000,232000
8,2,11/07/2022,GRATIS_ONGKIR,311700,5000,306700
240,2,19/07/2022,GRATIS_ONGKIR,278000,5000,273000
289,0,02/07/2022,NULL,24250,NULL,0
289,0,02/07/2022,NULL,18187,NULL,0
289,0,02/07/2022,NULL,18693,NULL,0
289,0,02/07/2022,NULL,12125,NULL,0
289,0,02/07/2022,NULL,13135,NULL,0
226,2,12/07/2022,GRATIS_ONGKIR,84150,5000,79150
226,2,12/07/2022,GRATIS_ONGKIR,39000,5000,34000
226,2,12/07/2022,GRATIS_ONGKIR,157500,5000,152500
226,2,12/07/2022,GRATIS_ONGKIR,157500,5000,152500
120,0,21/07/2022,NULL,259800,NULL,0
